0 22.0233042589 32.4560331022 19.3503399217 0.0 0.0 0.0 19.2103648427 30.7407722852 20.6028840279 24.8362436752 34.1712939191 18.0977958156 20.9801213194 28.8054269448 18.9878136136 23.0664871985 36.1066392596 19.7128662298 22.4598974961 31.9808936777 15.6544052748 21.5867110218 32.9311725267 23.0462745686 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 90.7531981146 132.928481012 
2000 24.2875408914 32.4542104135 19.3724167148 0.0371104910614 -0.000110816495532 0.000136950674502 21.8318223318 31.153080153 21.0238676156 26.8527806412 33.0193417493 17.2978388624 23.9195825681 28.7871634309 18.9797735969 24.4045778415 36.1234109787 19.7604126708 24.8223259733 31.9917898387 15.6273199135 23.8309413757 32.9221853824 23.1192978505 0.0430198991459 -0.000794168258042 0.000676711828869 0.0354192275401 0.000188698695775 -0.000259480258203 0.0495464737798 -0.000452744310154 -0.000422550200485 0.0208038845745 0.000322672154887 0.000662545959367 0.0385236264664 -8.15192758388e-05 -0.000568458377338 0.0359432311286 -3.98538818669e-05 0.000865861363282 90.9241801122 131.825262866 
4000 28.5632713225 32.4372910586 19.3931286753 0.0462018492096 -0.000195759910324 0.000335615006026 25.8180896096 34.9393347047 21.6509984132 31.2183206086 31.0804100198 16.7358375629 29.6434127153 28.765954359 19.0091429996 26.8413811247 36.1152555901 19.7639032307 29.2823724223 31.9462262589 15.6105196225 27.9039732346 32.9421978791 23.1825897793 0.0347587657061 -0.00133860255685 0.000139374592542 0.051322026031 0.00108175515282 0.000234909808408 0.0614454973967 0.000316658627468 0.00113297952793 0.0276162541762 -0.00068259146077 -0.000559645796144 0.0483619795014 -0.000561052850157 0.000573082112322 0.043620884561 0.000181214903113 0.000159876004106 90.6179367781 133.727236186 
6000 33.2792874323 32.4202329335 19.4384478302 0.0475370208068 -0.000148009320846 0.000528680491329 29.3373038044 35.2696465642 20.5859453475 36.6819414003 29.8736955577 17.6615657183 35.7700316247 28.8951901996 18.6644064839 30.4563982223 35.9797261946 20.0241715931 34.1889693856 31.9232547425 15.7650172937 32.6452349499 32.2585040537 23.1353769788 0.0373580253358 -0.00481034059225 0.000109705947193 0.0561885391084 0.00366526307862 0.00135908306044 0.0603828064218 0.00201267682395 0.00170647884642 0.032575879823 -0.00141495335032 -0.000419843130429 0.0489681440859 6.33527037475e-05 0.00239244307521 0.0487127985988 -0.000161181234634 -0.000953049862776 90.2003122898 136.93562694 
8000 38.0287196699 32.4044003467 19.4907638901 0.047463063484 -0.000193781737608 0.00049406791282 33.2610496229 35.1816233947 20.3044858623 42.2477857429 29.9719119784 18.401724658 41.1980281924 29.1283992234 18.9977318385 33.9797417631 35.7495864301 19.9649555117 38.6013009992 32.55269367 16.0076933638 37.5079140699 32.2300024031 23.0116403045 0.0410673558881 -0.00495067615082 -0.00071858678638 0.0541006037717 0.00488387658341 0.00167267937746 0.0580623858721 0.00284163559749 0.00198635722798 0.0377081399716 -0.00304990267502 -0.000701590786718 0.0458720701872 -0.000329707279209 0.00237711403595 0.0486136261092 -0.000375674794793 -0.0013578264317 90.1001397024 138.615652072 
10000 42.7839243018 32.3805982796 19.5351012681 0.047696734208 -0.000278798330271 0.000387313789255 37.5211776522 35.0375741342 20.2039564187 47.5686529766 30.0677548343 18.8487681066 46.8662167576 29.4374184831 19.1866984831 38.2561977489 35.4024331708 19.3553424824 43.2017048796 32.5158962509 16.2199628573 42.3844369861 32.1884544346 22.8909143196 0.0433861169503 -0.00490614591603 -0.000941370239775 0.052568715273 0.00470984160054 0.00160731196813 0.0554894238142 0.00319549538716 0.00170686302483 0.0405450947016 -0.00346569181814 -0.000608903286162 0.0462471705777 -0.000419293378661 0.00184540425148 0.0489384831873 -0.000414971250537 -0.00104962957151 90.1570220986 138.968207105 
12000 47.5754429073 32.3504114715 19.5678691513 0.0481480240126 -0.000315334074716 0.000272762427174 42.0072218876 34.5415036311 20.1190501481 52.7217266308 30.4329822022 19.6199887913 51.6979298047 29.7078429394 19.2393066415 42.7899914797 35.1416234674 19.8987250783 47.86172314 32.4704177762 16.3769038159 47.3002003882 32.1480471193 22.8065865698 0.046304638931 -0.00501366404954 -0.000784180135588 0.0509476304569 0.00447521137382 0.000904048642469 0.0545041029163 0.00196240911294 0.00107366347517 0.0423495193676 -0.00268273414643 -0.000634735208861 0.0469366346308 -0.000458446965665 0.00131289019126 0.0493839621226 -0.000385840194817 -0.000663136596177 90.2196829444 138.878691644 
14000 52.4129599466 32.3185555153 19.5920810548 0.0485835238088 -0.000313946102185 0.000230892775936 46.687105526 34.3354343425 19.8501019537 57.8155874778 30.5710485573 19.0970487839 56.7450130718 29.8768845148 19.8948333554 47.8258778033 34.9212686905 19.6569429963 52.5808170378 32.4288467326 16.4912496765 52.2630408439 32.1094858204 22.7583060234 0.0476027505786 -0.00422896901709 -0.000919771050372 0.0501639236734 0.00394736327712 0.000538815891769 0.0536261067064 0.00166102099386 0.000574842685649 0.0434351525414 -0.00184543598485 -0.000394305956384 0.0473996557688 -0.000361855228629 0.00102042999766 0.0498566063367 -0.000374572667931 -0.000290336181076 90.2698521859 138.605482812 
16000 57.2886731015 32.2877319559 19.6180720759 0.0489156679012 -0.000298791873198 0.00030513199522 51.4760861493 34.2094818066 19.6419409763 62.8167964777 30.6739986239 19.3040983035 61.7848351448 29.9941935067 19.5502997482 52.2501357004 34.7234694618 19.6296963075 57.331841537 32.3997143881 16.5858574978 57.2686439529 32.0741576178 22.7438753808 0.0481229558666 -0.00382159735969 -0.000519965288605 0.0498500097061 0.0032017414389 0.000346339592039 0.0532914262978 0.00113204902862 0.000296231345492 0.0449598393442 -0.00208298424581 -0.000122231079291 0.0475979853589 -0.000232837637701 0.000890291145087 0.0502258395817 -0.000335176868433 3.85140656191e-06 90.3104140408 138.242192357 
18000 62.1943022232 32.259244526 19.6545107161 0.0491931688897 -0.00026597537444 0.000421098568396 56.3418775156 33.8515398327 19.6233086945 67.7928422577 30.6900652076 19.5107841793 66.7405619758 30.0885381301 19.9598777795 57.1691365188 34.5606876644 19.2473757421 62.1016602135 32.3771090557 16.6691116903 62.3038981872 32.0446348072 22.7571339687 0.0493101597662 -0.00353733069202 0.000173246345485 0.0499748377018 0.00278436290687 0.00030864094557 0.0531227033599 0.000905898035712 0.000279042385907 0.0454295032988 -0.0016912177309 0.000271406940552 0.0478251435009 -0.000234491713741 0.000756807015745 0.0504630120135 -0.000236377071024 0.000235448091881 90.3422201051 137.907069885 
20000 67.1263617028 32.2358753369 19.7007247506 0.0494404358844 -0.000191705995607 0.000494314827917 61.2454232821 33.9240807777 19.8278027995 72.755275235 30.9659511871 19.5418530199 71.7472762594 30.1781066099 19.4953714256 62.0402356408 34.4158997521 19.8298974914 66.9012234535 32.3512232119 16.734544383 67.3563700946 32.0316605694 22.7884452601 0.0490192051502 -0.00304118085776 0.0005013986809 0.0492668475892 0.00280364625309 0.000326215321252 0.0528637833731 0.000746790389261 0.00032714333785 0.0460298014696 -0.00152597805893 0.00049723252948 0.0481706153209 -0.00028838102034 0.000546540364627 0.05054538215 3.07966153803e-06 0.000374429529068 90.3693945091 137.586400611 
22000 72.0789411682 32.2224748951 19.7521710027 0.0495847018823 -7.79996972041e-05 0.000534607781936 66.2076958923 33.6182077925 19.8942349063 77.7248129472 30.8144316039 19.4421398798 76.7085926157 30.2576784925 20.0055848877 66.9989568137 34.2867421688 19.4131576284 71.7360542542 32.3183205736 16.7791817164 72.405530496 32.047515603 22.8306474318 0.0502108228678 -0.00310568071946 0.000821981388558 0.0500384913446 0.00242661416756 0.000500716029246 0.052908045968 0.000787276811411 0.00057052501306 0.0464137370632 -0.00140645419963 0.000591522692302 0.048520829781 -0.000372521355118 0.000370333856932 0.0503909742165 0.000318705815598 0.000460252930799 90.3964452925 137.239624895 
