0 0.0
2000 44.0303389002
4000 53.8107955223
6000 55.3015576075
8000 55.2711426644
10000 55.2552579507
12000 55.395885686
14000 55.5794348127
16000 55.7557722929
18000 55.9425990954
20000 56.1281627035
22000 56.2848308058
24000 56.3693359852
26000 56.4692786212
28000 56.5839298382
30000 56.6753591757
32000 56.7189901743
34000 56.744871404
36000 56.784145164
38000 56.8331524249
40000 56.8679163561
42000 56.9160288097
44000 56.9455232446
46000 56.9468518072
48000 56.9530798516
50000 56.9419284653
52000 56.9529264664
54000 56.9796801346
56000 57.0377332108
58000 57.0631338773
60000 57.0657503562
62000 57.0544498779
64000 57.0422494385
66000 57.004469413
68000 56.9685090704
70000 56.9531144232
72000 56.9411587971
74000 56.907691609
76000 56.8967072281
78000 56.9386829174
80000 56.9954590652
82000 57.0711401073
84000 57.1472139375
86000 57.2110682733
88000 57.2590480239
90000 57.2398521806
92000 57.2204555564
94000 57.2153422791
96000 57.2545626943
98000 57.2845770309
100000 57.3117287375
102000 57.3371875325
104000 57.35226286
106000 57.3540402094
108000 57.3484870658
110000 57.3204818102
112000 57.2899029707
114000 57.2635437302
116000 57.2350023647
118000 57.2341334516
120000 57.2291279771
122000 57.2228382275
124000 57.2315244915
126000 57.2673133544
128000 57.2850137345
130000 57.2440297299
132000 57.1653295719
134000 57.1229855635
136000 57.099558661
138000 57.104286304
140000 57.1559648798
142000 57.2332343511
144000 57.2774119246
146000 57.2998258023
148000 57.2929129328
150000 57.3064668584
152000 57.3693607261
154000 57.4725554778
156000 57.5397406979
158000 57.5653928215
160000 57.5681695218
162000 57.5893197307
164000 57.608943643
166000 57.6378544863
168000 57.6380725163
170000 57.5803566857
172000 57.4864876757
174000 57.4563066802
176000 57.4765308385
178000 57.5054045186
180000 57.4952914424
182000 57.4753150886
184000 57.4531470977
186000 57.441318533
188000 57.4359553963
190000 57.4408402329
192000 57.4311348676
194000 57.436427822
196000 57.4430488273
198000 57.4651866926
200000 57.4868873483
202000 57.4997457839
204000 57.5208154542
206000 57.5345759922
208000 57.5572921897
210000 57.5524908523
212000 57.5360062657
214000 57.5384193946
216000 57.5358411481
218000 57.5147920241
220000 57.4803386262
222000 57.4809361884
224000 57.4836021662
226000 57.4962872941
228000 57.5131944299
230000 57.515447278
232000 57.508039838
234000 57.5262578529
236000 57.5593769372
238000 57.6119138983
240000 57.6447758111
242000 57.6686108325
244000 57.6789872765
